phrase|type
ago resolut|co-occurring
ago rule|co-occurring
ago shall|co-occurring
ago submit|co-occurring
ago upon|co-occurring
agre 1|co-occurring
agre 2|co-occurring
agre 5|co-occurring
agre accept|co-occurring
agre accord|co-occurring
agre act|co-occurring
agre action|co-occurring
agre also|co-occurring
agre amendmeat|co-occurring
agre amendn|co-occurring
agre ask|co-occurring
agre call|co-occurring
agre can|co-occurring
agre case|co-occurring
agre chairman|co-occurring
agre concurr|co-occurring
agre confere|co-occurring
agre correct|co-occurring
agre cours|co-occurring
agre debat|co-occurring
agre desir|co-occurring
agre either|co-occurring
agre follow|co-occurring
agre h|co-occurring
agre hope|co-occurring
agre joint|co-occurring
agre laid|co-occurring
agre last|co-occurring
agre like|co-occurring
agre limit|co-occurring
agre made|co-occurring
agre matter|co-occurring
agre may|co-occurring
agre mean|co-occurring
agre member|co-occurring
agre might|co-occurring
agre minor|co-occurring
agre modif|co-occurring
agre modifi|co-occurring
agre move|co-occurring
agre mr|co-occurring
agre next|co-occurring
agre now|co-occurring
agre object|co-occurring
agre offer|co-occurring
agre part|co-occurring
agre point|co-occurring
agre preambl|co-occurring
agre previous|co-occurring
agre proper|co-occurring
agre propos|co-occurring
agre proposit|co-occurring
agre purpos|co-occurring
agre read|co-occurring
agre recogn|co-occurring
agre reconsid|co-occurring
agre result|co-occurring
agre rule|co-occurring
agre s|co-occurring
agre section|co-occurring
agre sever|co-occurring
agre shall|co-occurring
agre side|co-occurring
agre speaker|co-occurring
agre strike|co-occurring
agre subject|co-occurring
agre substitut|co-occurring
agre suggest|co-occurring
agre take|co-occurring
agre therefor|co-occurring
agre three|co-occurring
agre tile|co-occurring
agre titl|co-occurring
agre treati|co-occurring
agre two|co-occurring
agre unanimouscons|co-occurring
agre understand|co-occurring
agre will|co-occurring
agre withdraw|co-occurring
agre word|co-occurring
agre yesterday|co-occurring
agre yield|co-occurring
agreeabl gentleman|co-occurring
agreeabl senat|co-occurring
agreement 1|co-occurring
agreement 2|co-occurring
agreement adopt|co-occurring
agreement agre|co-occurring
agreement amend|co-occurring
agreement appli|co-occurring
agreement arriv|co-occurring
agreement ask|co-occurring
agreement bill|co-occurring
agreement can|co-occurring
agreement chair|co-occurring
agreement chairman|co-occurring
agreement committe|co-occurring
agreement confere|co-occurring
agreement consid|co-occurring
agreement cours|co-occurring
agreement debat|co-occurring
agreement distinguish|co-occurring
agreement expir|co-occurring
agreement follow|co-occurring
agreement gentleman|co-occurring
agreement hous|co-occurring
agreement limit|co-occurring
agreement made|co-occurring
agreement matter|co-occurring
agreement member|co-occurring
agreement modifi|co-occurring
agreement move|co-occurring
agreement now|co-occurring
agreement object|co-occurring
agreement offer|co-occurring
agreement order|co-occurring
agreement previous|co-occurring
agreement proceed|co-occurring
agreement propos|co-occurring
agreement question|co-occurring
agreement read|co-occurring
agreement refer|co-occurring
agreement regard|co-occurring
agreement relat|co-occurring
agreement report|co-occurring
agreement respect|co-occurring
agreement senat|co-occurring
agreement shall|co-occurring
agreement side|co-occurring
agreement suggest|co-occurring
agreement take|co-occurring
agreement time|co-occurring
agreement understand|co-occurring
agreement upon|co-occurring
agreement vote|co-occurring
agricultur amend|co-occurring
agricultur appropri|co-occurring
agricultur fiscal|co-occurring
agricultur forestri|co-occurring
agricultur gentleman|co-occurring
agricultur herebi|co-occurring
agricultur hous|co-occurring
agricultur may|co-occurring
agricultur order|co-occurring
agricultur question|co-occurring
agricultur relat|co-occurring
ahead vote|co-occurring
aid amend|co-occurring
air chairman|co-occurring
air presid|co-occurring
air speaker|co-occurring
airport act|co-occurring
aisl amend|co-occurring
aisl ask|co-occurring
aisl object|co-occurring
aisl wish|co-occurring
alabama absent|co-occurring
alabama agre|co-occurring
alabama amend|co-occurring
alabama ask|co-occurring
alabama bill|co-occurring
alabama call|co-occurring
alabama can|co-occurring
alabama chair|co-occurring
alabama chairman|co-occurring
alabama desir|co-occurring
alabama distinguish|co-occurring
alabama expir|co-occurring
alabama floor|co-occurring
alabama gentleman|co-occurring
alabama go|co-occurring
alabama hous|co-occurring
alabama made|co-occurring
alabama make|co-occurring
alabama may|co-occurring
alabama member|co-occurring
alabama move|co-occurring
alabama mr|co-occurring
alabama now|co-occurring
alabama object|co-occurring
alabama offer|co-occurring
alabama point|co-occurring
alabama present|co-occurring
alabama propos|co-occurring
alabama question|co-occurring
alabama recogn|co-occurring
alabama refer|co-occurring
alabama senat|co-occurring
alabama time|co-occurring
alabama understand|co-occurring
alabama vote|co-occurring
alabama want|co-occurring
alabama will|co-occurring
alabama wish|co-occurring
alabama yield|co-occurring
alaska amend|co-occurring
alaska ask|co-occurring
alaska bill|co-occurring
alaska hous|co-occurring
alaska may|co-occurring
alaska mr|co-occurring
alaska necessarili|co-occurring
alaska present|co-occurring
alaska purpos|co-occurring
alaska recogn|co-occurring
alaska senat|co-occurring
alaska time|co-occurring
alaska vote|co-occurring
alaska will|co-occurring
alaska yield|co-occurring
alcohol liquor|co-occurring
alert member|co-occurring
alert senat|co-occurring
allen amend|co-occurring
alloc senat|co-occurring
alloc time|co-occurring
allot addit|co-occurring
allot bill|co-occurring
allot gentleman|co-occurring
allot senat|co-occurring
allot time|co-occurring
allow 15|co-occurring
allow 2|co-occurring
allow 30|co-occurring
allow 5|co-occurring
allow address|co-occurring
allow anoth|co-occurring
allow answer|co-occurring
allow appeal|co-occurring
allow ask|co-occurring
allow bill|co-occurring
allow call|co-occurring
allow chair|co-occurring
allow clerk|co-occurring
allow committe|co-occurring
allow consider|co-occurring
allow control|co-occurring
allow correct|co-occurring
allow done|co-occurring
allow explain|co-occurring
allow extend|co-occurring
allow five|co-occurring
allow floor|co-occurring
allow general|co-occurring
allow gentleman|co-occurring
allow hous|co-occurring
allow interrupt|co-occurring
allow just|co-occurring
allow last|co-occurring
allow like|co-occurring
allow matter|co-occurring
allow meet|co-occurring
allow moment|co-occurring
allow now|co-occurring
allow offer|co-occurring
allow order|co-occurring
allow point|co-occurring
allow present|co-occurring
allow privileg|co-occurring
allow proceed|co-occurring
allow propos|co-occurring
allow put|co-occurring
allow read|co-occurring
allow report|co-occurring
allow right|co-occurring
allow say|co-occurring
allow senat|co-occurring
allow shall|co-occurring
allow side|co-occurring
allow sit|co-occurring
allow suggest|co-occurring
allow think|co-occurring
allow three|co-occurring
allow time|co-occurring
allow vote|co-occurring
allow will|co-occurring
allow wish|co-occurring
allow word|co-occurring
allow yield|co-occurring
along amend|co-occurring
along bill|co-occurring
along committe|co-occurring
alreadi announc|co-occurring
alreadi answer|co-occurring
alreadi appear|co-occurring
alreadi appoint|co-occurring
alreadi ask|co-occurring
alreadi call|co-occurring
alreadi committe|co-occurring
alreadi contain|co-occurring
alreadi debat|co-occurring
alreadi decid|co-occurring
alreadi dispos|co-occurring
alreadi enter|co-occurring
alreadi fix|co-occurring
alreadi hous|co-occurring
alreadi occupi|co-occurring
alreadi offer|co-occurring
alreadi order|co-occurring
alreadi pend|co-occurring
alreadi print|co-occurring
alreadi progress|co-occurring
alreadi read|co-occurring
alreadi rule|co-occurring
alreadi senat|co-occurring
alreadi settl|co-occurring
alreadi spoken|co-occurring
alreadi state|co-occurring
alreadi submit|co-occurring
alreadi two|co-occurring
alreadi yield|co-occurring
also amend|co-occurring
also announc|co-occurring
also ask|co-occurring
also committe|co-occurring
also desir|co-occurring
also insert|co-occurring
also instruct|co-occurring
also laid|co-occurring
also line|co-occurring
also minor|co-occurring
also offer|co-occurring
also page|co-occurring
also pend|co-occurring
also print|co-occurring
also read|co-occurring
also request|co-occurring
also reserv|co-occurring
also resolut|co-occurring
also rule|co-occurring
also senat|co-occurring
also shall|co-occurring
also strike|co-occurring
also submit|co-occurring
also transmit|co-occurring
also unanim|co-occurring
also vote|co-occurring
also waiv|co-occurring
also word|co-occurring
also yield|co-occurring
alter amend|co-occurring
alter regul|co-occurring
altern amend|co-occurring
altern recognit|co-occurring
although amend|co-occurring
although committe|co-occurring
although gentleman|co-occurring
although oppos|co-occurring
although shall|co-occurring
although vote|co-occurring
alway held|co-occurring
alway power|co-occurring
alway practic|co-occurring
alway senat|co-occurring
ambassador extraordinari|co-occurring
ambassador public|co-occurring
amend 1|co-occurring
amend 10|co-occurring
amend 11|co-occurring
amend 12|co-occurring
amend 13|co-occurring
amend 14|co-occurring
amend 15|co-occurring
amend 16|co-occurring
amend 17|co-occurring
amend 19|co-occurring
amend 21|co-occurring
amend 22|co-occurring
amend 25|co-occurring
amend 3|co-occurring
amend 30|co-occurring
amend 40|co-occurring
amend 50|co-occurring
amend 5minut|co-occurring
amend 7|co-occurring
amend 8|co-occurring
amend 9|co-occurring
amend abl|co-occurring
amend abolish|co-occurring
amend absolut|co-occurring
amend acced|co-occurring
amend accept|co-occurring
amend accompani|co-occurring
amend accomplish|co-occurring
amend accord|co-occurring
amend action|co-occurring
amend actual|co-occurring
amend add|co-occurring
amend addit|co-occurring
amend admit|co-occurring
amend advis|co-occurring
amend affect|co-occurring
amend afternoon|co-occurring
amend agreeabl|co-occurring
amend agreement|co-occurring
amend agricultur|co-occurring
amend almost|co-occurring
amend along|co-occurring
amend alreadi|co-occurring
amend although|co-occurring
amend alway|co-occurring
amend among|co-occurring
amend amount|co-occurring
amend anoth|co-occurring
amend answer|co-occurring
amend anyon|co-occurring
amend anyth|co-occurring
amend appar|co-occurring
amend appeal|co-occurring
amend appear|co-occurring
amend appli|co-occurring
amend applic|co-occurring
amend appoint|co-occurring
amend appreci|co-occurring
amend appropri|co-occurring
amend approv|co-occurring
amend argument|co-occurring
amend arm|co-occurring
amend asid|co-occurring
amend assist|co-occurring
amend assum|co-occurring
amend atom|co-occurring
amend attach|co-occurring
amend author|co-occurring
amend avail|co-occurring
amend avoid|co-occurring
amend away|co-occurring
amend back|co-occurring
amend balanc|co-occurring
amend basi|co-occurring
amend becom|co-occurring
amend begin|co-occurring
amend behalf|co-occurring
amend believ|co-occurring
amend best|co-occurring
amend better|co-occurring
amend bodi|co-occurring
amend brief|co-occurring
amend briefli|co-occurring
amend bring|co-occurring
amend brought|co-occurring
amend came|co-occurring
amend care|co-occurring
amend carri|co-occurring
amend caus|co-occurring
amend certain|co-occurring
amend chanc|co-occurring
amend chang|co-occurring
amend chapter|co-occurring
amend charact|co-occurring
amend circumst|co-occurring
amend civil|co-occurring
amend claim|co-occurring
amend claus|co-occurring
amend clear|co-occurring
amend close|co-occurring
amend clotur|co-occurring
amend colleagu|co-occurring
amend come|co-occurring
amend communic|co-occurring
amend compar|co-occurring
amend compel|co-occurring
amend complet|co-occurring
amend compli|co-occurring
amend concern|co-occurring
amend conclud|co-occurring
amend conclus|co-occurring
amend concurr|co-occurring
amend condit|co-occurring
amend confin|co-occurring
amend conform|co-occurring
amend congratul|co-occurring
amend congression|co-occurring
amend connect|co-occurring
amend consid|co-occurring
amend consist|co-occurring
amend construct|co-occurring
amend consum|co-occurring
amend contain|co-occurring
amend contempl|co-occurring
amend continu|co-occurring
amend contrari|co-occurring
amend control|co-occurring
amend controversi|co-occurring
amend correct|co-occurring
amend cours|co-occurring
amend cover|co-occurring
amend cure|co-occurring
amend day|co-occurring
amend deal|co-occurring
amend dealt|co-occurring
amend debt|co-occurring
amend decid|co-occurring
amend decis|co-occurring
amend declar|co-occurring
amend deem|co-occurring
amend defeat|co-occurring
amend defer|co-occurring
amend delay|co-occurring
amend demand|co-occurring
amend democrat|co-occurring
amend describ|co-occurring
amend design|co-occurring
amend desk|co-occurring
amend determin|co-occurring
amend differ|co-occurring
amend disagre|co-occurring
amend distinguish|co-occurring
amend district|co-occurring
amend done|co-occurring
amend doubt|co-occurring
amend draft|co-occurring
amend drawn|co-occurring
amend due|co-occurring
amend earlier|co-occurring
amend effect|co-occurring
amend embrac|co-occurring
amend en|co-occurring
amend end|co-occurring
amend engross|co-occurring
amend entir|co-occurring
amend entitl|co-occurring
amend equal|co-occurring
amend especi|co-occurring
amend estim|co-occurring
amend even|co-occurring
amend event|co-occurring
amend ever|co-occurring
amend everi|co-occurring
amend exact|co-occurring
amend exclud|co-occurring
amend exhaust|co-occurring
amend exist|co-occurring
amend expect|co-occurring
amend expir|co-occurring
amend explain|co-occurring
amend express|co-occurring
amend extend|co-occurring
amend extent|co-occurring
amend face|co-occurring
amend fact|co-occurring
amend fair|co-occurring
amend fall|co-occurring
amend far|co-occurring
amend favor|co-occurring
amend fear|co-occurring
amend feder|co-occurring
amend feel|co-occurring
amend felt|co-occurring
amend file|co-occurring
amend financ|co-occurring
amend find|co-occurring
amend five|co-occurring
amend fiveminut|co-occurring
amend fix|co-occurring
amend foreign|co-occurring
amend form|co-occurring
amend found|co-occurring
amend four|co-occurring
amend frank|co-occurring
amend friend|co-occurring
amend fulli|co-occurring
amend gentleman|co-occurring
amend gentlemen|co-occurring
amend gentlewoman|co-occurring
amend get|co-occurring
amend glad|co-occurring
amend gone|co-occurring
amend good|co-occurring
amend got|co-occurring
amend great|co-occurring
amend gross|co-occurring
amend ground|co-occurring
amend h|co-occurring
amend hand|co-occurring
amend happen|co-occurring
amend happi|co-occurring
amend head|co-occurring
amend hear|co-occurring
amend heard|co-occurring
amend herebi|co-occurring
amend heretofor|co-occurring
amend high|co-occurring
amend hold|co-occurring
amend honor|co-occurring
amend hope|co-occurring
amend hour|co-occurring
amend howev|co-occurring
